asin,rating_avg
B00005BMJ2,4.3
B00005BMKX,5.0
B00005BMX9,4.625
B00005BO0O,4.666666666666667
B00005BPIK,4.333333333333333
B00005BPPA,3.8333333333333335
B00005BRFM,4.555555555555555
B00005BRW5,4.0
B00005BTWU,2.2
B00005BV89,4.8
B00005BVE0,4.4
B00005BVK7,4.444444444444445
B00005BVRQ,4.709677419354839
B00005BW71,4.705882352941177
B00005BXJ0,4.0
B00005BXMZ,3.3
B00005BY2A,3.75
B00005BY3U,4.4
B00005BY3W,4.833333333333333
B00005BY4I,4.571428571428571
B00005BYPA,4.0
B00005BYPQ,4.375
B00005BYWN,3.909090909090909
B00005BZD5,4.8
B00005BZEJ,3.9
B00005BZKD,4.836065573770492
B00005BZM6,3.973684210526316
B00005C12Q,4.428571428571429
B00005C2KF,4.625
B00005C34Z,2.5714285714285716
B00005C8R9,3.4444444444444446
B00005CES0,4.571428571428571
B00005ICC4,4.428571428571429
B00005J36F,4.166666666666667
B00005J38T,4.588235294117647
B00005JG3Y,4.67741935483871
B00005JS7E,3.9814814814814814
B00005JS94,4.181818181818182
B00005JSA0,4.714285714285714
B00005KBVD,4.8428571428571425
B00005LBY5,3.6
B00005LBZO,5.0
B00005LDWX,4.666666666666667
B00005LOXV,3.5789473684210527
B00005MA07,4.8125
B00005ME51,4.666666666666667
B00005MNV6,5.0
B00005MP02,4.5
B00005N5FA,4.035714285714286
B00005N6Y8,4.0
B00005N9EE,4.074626865671642
B00005N9YI,3.7
B00005N9YL,4.142857142857143
B00005NOKI,3.6
B00005NQE8,4.714285714285714
B00005O63Q,4.508196721311475
B00005O6B7,4.7
B00005O6TY,4.4
B00005O7NV,5.0
B00005OAQV,4.0
B00005OARQ,4.666666666666667
B00005OWEP,3.875
B00005QBWG,3.7333333333333334
B00005QF4E,3.1818181818181817
B00005QX3O,4.666666666666667
B00005QYYB,4.222222222222222
B00005R179,4.523809523809524
B00005R17A,4.6
B00005R5QN,2.5454545454545454
B00005R5QT,4.153846153846154
B00005RF5C,4.216666666666667
B00005RF5D,4.1521739130434785
B00005RF5G,3.6842105263157894
B00005U5A7,3.625
B00005U8TE,4.5
B00005UFC1,4.714285714285714
B00005UKIZ,4.857142857142857
B00005UM9P,4.714285714285714
B00005UNAV,4.425
B00005UNAX,4.607843137254902
B00005V3UU,3.5
B00005Y4JI,4.8
B00005YVRL,3.8
B00005YVRN,4.419354838709677
B00005YVRP,4.487179487179487
B00005YWNX,4.6
B00005YXUM,3.5
B00005YXV1,3.857142857142857
B00005YXV2,4.25
B00005YXWD,2.7
B00005YXXZ,4.0
B00005YYFN,4.8
B000060NQV,4.333333333333333
B000062SP5,4.666666666666667
B000062SPW,4.6
B000062SPZ,4.857142857142857
B000062SQA,4.769230769230769
B000062SQK,5.0
B000062SRJ,3.6666666666666665
B000062SRP,4.285714285714286
B000062SRQ,4.68
B000062TS8,4.571428571428571
B000062VU0,3.142857142857143
B000062VU9,2.9166666666666665
B000062VUG,4.153846153846154
B000062XQ4,5.0
B000062XQ5,4.846153846153846
B000062XQ8,4.612244897959184
B000062XQ9,3.857142857142857
B0000630KZ,4.5
B0000630L2,4.333333333333333
B0000630L4,3.9411764705882355
B0000632R8,3.1666666666666665
B000063JQJ,4.625
B000063JQM,4.4
B000063KC8,3.75
B000063KCJ,3.1666666666666665
B000063XMN,4.428571428571429
B000063XO3,4.428571428571429
B00006408Q,4.741935483870968
B0000645DD,3.6
B0000658L4,4.5675675675675675
B0000658L5,4.386363636363637
B000065AEY,3.8333333333333335
B000065AG7,4.666666666666667
B000065CKT,4.214285714285714
B000065CML,4.666666666666667
B0000663PZ,3.6666666666666665
B0000663QL,4.444444444444445
B0000663RL,4.875
B0000663SF,4.090909090909091
B00006654A,4.666666666666667
B00006667N,4.666666666666667
B00006667R,4.888888888888889
B000066983,4.4
B0000669A5,3.875
B0000669DR,4.482758620689655
B000066HSN,4.05
B000066HTC,5.0
B000066RWZ,4.2
B000066SW0,4.372093023255814
B000067818,4.454545454545454
B000067BID,4.857142857142857
B000067BIE,4.555555555555555
B000067BIF,4.5
B000067BIS,4.444444444444445
B000067NXE,3.7857142857142856
B000067P6G,4.631578947368421
B000067PWG,3.761904761904762
B000067PWV,4.0
B000067QC0,4.705882352941177
B000067QIH,4.142857142857143
B000067QWM,5.0
B000067QXC,4.928571428571429
B000067R1S,4.818181818181818
B000067R6I,4.470588235294118
B000067RNM,4.428571428571429
B0000683A4,4.8979591836734695
B000068CKY,4.481012658227848
B000068CKZ,4.5
B000068E3J,4.888888888888889
B000068E3K,4.9
B000068E6D,3.4285714285714284
B000068QHY,3.4444444444444446
B000068WN0,3.5
B000068WN1,3.2857142857142856
B0000696CO,1.8
B00006BMQK,4.6
B00006DY2I,5.0
B00006FDLT,4.625
B00006FDMF,4.0
B00006HBTD,3.642857142857143
B00006IBOP,4.5
B00006IBOR,4.625
B00006IBOU,5.0
B00006IBP3,4.8
B00006IBP6,5.0
B00006IFH0,4.875
B00006IFJ4,4.7368421052631575
B00006IFJ5,4.0
B00006IJE6,4.205882352941177
B00006IJE7,3.4545454545454546
B00006IJHY,4.642857142857143
B00006IJSH,4.722222222222222
B00006JBKT,4.055555555555555
B00006JIO3,4.4
B00006JZCG,4.1506849315068495
B00006JZCM,3.4
B00006JZCR,4.513513513513513
B00006JZCS,4.703125
B00006JZCX,4.6
B00006JZOR,3.2857142857142856
B00006L50P,4.555555555555555
B00006N5SD,5.0
B00006SHRU,4.344827586206897
B00006ZCBU,5.0
B00006ZCC7,4.2727272727272725
B000070IW0,3.85
B0000775FZ,4.333333333333333
B0000789T0,4.8
B0000789TA,4.545454545454546
B0000789TH,3.6666666666666665
B0000789TI,4.6
B00007A1S2,4.833333333333333
B00007A1S3,4.8
B00007A1S5,4.633333333333334
B00007B5EL,4.363636363636363
B00007BK8Y,4.571428571428571
B00007BK9D,4.0
B00007BK9G,5.0
B00007DWBV,4.488372093023256
B00007E9B9,4.8
B00007E9BC,4.0
B00007F8OJ,3.9166666666666665
B00007F8Q0,4.4
B00007FY4H,4.454545454545454
B00007G39I,4.178571428571429
B00007GCYO,2.8333333333333335
B00007GCYP,3.5
B00007IT50,3.2857142857142856
B00007KGZG,4.357142857142857
B00007L11O,3.3333333333333335
B00007L12O,5.0
B00007L12U,4.0
B000083E0C,4.666666666666667
B00008455L,4.375
B000084JM8,4.75
B000084JMC,4.808510638297872
B000084JMG,4.722222222222222
B000084JMV,4.8
B0000859QK,4.551020408163265
B000087L1K,3.814814814814815
B000087L1L,4.166666666666667
B000087L1N,4.6923076923076925
B000087LI0,4.653846153846154
B000088UPO,4.5
B000088UPU,4.9
B000088UPW,4.253731343283582
B000089GCM,5.0
B00008BFZH,4.867469879518072
B00008BR9T,4.866666666666666
B00008GYCZ,4.095238095238095
B00008J1AY,4.666666666666667
B00008MIGP,3.4
B00008MIGQ,4.605263157894737
B00008MIHM,4.333333333333333
B00008MIHU,3.0
B00008O0ZX,4.615384615384615
B00008O0ZY,4.1
B00008PVZ6,4.4
B00008PVZ7,4.333333333333333
B00008PVZA,4.0
B00008PVZB,4.6
B00008PVZG,4.125
B00008PVZI,4.6
B00008PW02,4.394736842105263
B00008PW04,4.0
B00008PW0H,3.8461538461538463
B00008PW0J,3.869565217391304
B00008QJ15,4.3076923076923075
B00008QJ25,4.608695652173913
B00008URUN,4.722222222222222
B00008URUO,4.125
B00008URUQ,4.8125
B00008URUS,4.760869565217392
B00008URUT,4.675675675675675
B00008W72D,4.900990099009901
B00008W73Z,4.666666666666667
B00008W75U,4.066666666666666
B00008WFWR,4.363636363636363
B00008X340,4.793103448275862
B00008X351,4.0
B00008X353,4.071428571428571
B00008X35E,4.045454545454546
B00008X35U,3.75
B00008XL18,4.529411764705882
B00008XL31,4.4
B00008YSQ9,4.666666666666667
B00008ZCDO,4.0
B00008ZCEE,4.787878787878788
B00008ZCEF,4.4375
B000090W81,4.513513513513513
B0000936KZ,4.571428571428571
B0000945KN,4.6
B000096M5G,5.0
B000096NYJ,3.625
B000096P2Z,4.4
B000096P3A,3.0
B000096PNA,4.583333333333333
B000096Q6Y,3.5
B000096Q85,4.666666666666667
B000096QCF,3.0
B000096QJP,4.25
B000096QJQ,4.303030303030303
B000096QL3,4.571428571428571
B000096QMU,3.875
B000096QN1,4.571428571428571
B000096QN4,3.4
B000096QNK,4.596026490066225
B000096QQ1,4.625
B000096R0P,3.3333333333333335
B000096R4K,3.2
B000096R6U,4.3076923076923075
B000096RBO,4.818181818181818
B000096RFF,4.176470588235294
B000099337,3.8
B000099Z3R,4.375
B000099Z4L,2.5
B000099Z7R,5.0
B000099Z8H,3.8857142857142857
B000099Z8M,4.428571428571429
B000099Z95,4.4
B000099ZDL,4.111111111111111
B00009AA6G,3.5
B00009AVLV,4.333333333333333
B00009AVLZ,4.642857142857143
B00009AWM4,4.363636363636363
B00009B1UI,4.714285714285714
B00009END7,4.571428571428571
B00009ENDM,4.090909090909091
B00009ENDT,4.37037037037037
B00009ENED,4.157894736842105
B00009ILYC,4.375
B00009ILZF,4.571428571428571
B00009ILZH,4.222222222222222
B00009IM50,4.75
B00009IM5V,3.5714285714285716
B00009IM5W,4.285714285714286
B00009IM74,3.3333333333333335
B00009IM78,3.3076923076923075
B00009IM7V,4.909090909090909
B00009IMAN,4.5
B00009IMDI,3.823529411764706
B00009KWSR,4.761904761904762
B00009KWTB,4.775
B00009KWU4,4.714285714285714
B00009KWV5,3.5454545454545454
B00009KWV6,3.7142857142857144
B00009KWYS,4.9411764705882355
B00009KWZ4,5.0
B00009KWZM,3.3333333333333335
B00009KWZR,4.6
B00009KX0J,4.647058823529412
B00009KX0N,4.222222222222222
B00009KX2L,3.263157894736842
B00009KX6X,4.2
B00009MOO6,4.5
B00009QMQT,4.2
B00009VDXX,4.166666666666667
B00009VE0D,4.666666666666667
B00009VPJN,4.809523809523809
B00009W9JA,5.0
B00009WBWK,3.0476190476190474
B00009XNRU,4.6923076923076925
B00009XNSS,4.525
B00009XNST,4.4
B00009XNSU,4.771428571428571
B00009XNSY,4.392857142857143
B00009XNTI,4.6
B00009XO8U,4.25
B00009YEGL,4.861538461538461
B00009YEHQ,4.571428571428571
B00009YOQK,4.642857142857143
B00009YOQW,4.65
B00009YOTF,4.6
B00009ZKRO,4.785714285714286
B0000A1R4S,3.2
B0000A1Z3X,4.777777777777778
B0000A1Z5K,4.2
B0000A1ZF7,4.5
B0000A30RN,3.8333333333333335
B0000A9XZ2,3.888888888888889
B0000A9XZF,4.8
B0000AP6EP,4.85
B0000AP6LD,4.380952380952381
B0000AQODM,4.285714285714286
B0000AVBPM,2.0
B0000AW5SU,4.666666666666667
B0000AZAL6,4.0
B0000AZTBE,3.4
B0000B36QU,3.7142857142857144
B0000BUSP9,4.666666666666667
B0000BW58E,4.416666666666667
B0000BX8MA,4.5625
B0000BYRUI,4.125
B0000C4E3M,3.8
B0000C4E3N,4.0
B0000C5GDL,4.777777777777778
B0000C9W8Z,4.0
B0000C9WI1,4.24
B0000C9WI2,4.111111111111111
B0000CED9A,3.3
B0000D12WT,4.0
B0000D12WU,4.535714285714286
B0000D12XT,4.9
B0000D1BLS,4.5
B0000DEW8P,4.571428571428571
B0000DG5TB,4.111111111111111
B0000DH5T9,2.875
B0000DH5TR,3.2
B0000DJ3DW,4.461538461538462
B0000DJ3DY,5.0
B0000DJ3E1,4.933333333333334
B0000DJ3E2,5.0
B0000DJ3FL,2.6875
B0000DJAYT,4.625
B0000DZCRT,4.0
B0000E2DJD,3.870967741935484
B0000E39PG,2.125
B0000E6I1F,4.6
B0000E6ZCI,3.888888888888889
B0000U11LW,3.933333333333333
B0000VSGU0,2.4
B0000WXGL8,4.72
B0000Y8I0K,3.5
B0000Z17MK,3.1666666666666665
B0000Z4WZ4,3.4
B0000ZRHZG,4.8
B0001206C4,4.555555555555555
B00012O42W,4.288888888888889
B00012TGK2,5.0
B00012TGL6,4.541666666666667
B00012TISM,3.4444444444444446
B00014BWQ6,4.333333333333333
B000161RFA,3.2857142857142856
B00017ILJ4,4.857142857142857
B00017K2C8,4.25
B00018WKPO,4.2
B000197NXM,3.596774193548387
B00019GLOO,3.6
B00019RB7K,4.6
B0001AEZTG,4.449438202247191
B0001CJANU,3.6
B0001CU0Q6,4.571428571428571
B0001CU1QA,4.333333333333333
B0001DKIKI,4.428571428571429
B0001DS4TA,5.0
B0001DUB8W,4.428571428571429
B0001FPRC0,4.666666666666667
B0001GBROQ,3.6
B0001GDOZG,4.4
B0001GDP00,4.235294117647059
B0001H09F8,3.6666666666666665
B0001IA7N6,4.4
B0001ITVZQ,4.714285714285714
B0001J2NH8,4.8
B0001J2NKK,3.7777777777777777
B0001LATN6,4.714285714285714
B0001LUG2K,4.6
B0001MB7UO,5.0
B0001MIPXQ,4.5
B0001NE2AK,4.555555555555555
B0001NE4TO,4.5
B0001NE4VC,4.75
B0001NE4WQ,4.4
B0001NE6W4,4.125
B0001NE76O,4.0
B0001NE7C8,4.375
B0001NE85Y,4.909090909090909
B0001NE93K,4.0
B0001NEAB6,4.75
B0001OM1B6,4.75
B0001OM1CA,4.6
B0001OM1D4,4.6
B0001U1VKC,4.4
B0001U2CFU,4.571428571428571
B0001VJWFW,4.333333333333333
B0001VJWY8,4.666666666666667
B0001VUF9E,4.368421052631579
